Gene	Chromo	Start	Finish	Function	ArabidopsisID	SunflowerID	AgravTajimaD	GravTajimaD	D01TajimaD	H01TajimaD	D03TajimaD	H02TajimaD	D04TajimaD	H05TajimaD	AgravGravOutlier	AgravGravOutlierStringent	D01H01outlier	D01H01outlierStringent	D03H02outlier	D03H02outlierStringent	D04H05outlier	D04H05outlierStringent	SummaryOutlierGenes	SummaryOutlierGenesStringent	ParallelGenes	ParallelGenesStringent	ParallelArchitectureGenes	ParallelArchitectureGenesStringent
ARF13_3	tig00254079	6784	7469	Signalling	AT1G34170	XP_021972720.1	-0.773733	-0.627996	-1.600866	-0.551924	0.409602	-0.630832	-0.715184	-0.635315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF14_1	tig00028821	14700	16896	Signalling	AT1G35540	XP_022025197.1	-1.229409	-0.944099	-1.398685	-1.2913	0.584771	-0.368402	0.527906	-0.989581	0	0	0	0	1	1	0	0	1	1	0	0	0	0
ARF14_2	tig00047128	22177	23164	Signalling	AT1G35540	XP_022025197.1	-0.844994	-0.897577	-0.539181	-0.545631	0.432254	-0.583572	-0.035882	-0.105025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF15_1	tig00025200	14025	18397	Signalling	AT1G35520	XP_022011328.1	-0.893297	-1.033625	-1.797877	-0.720266	0.078368	-1.015637	0.395118	0.624273	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF15_2	tig00111036	249	4379	Signalling	AT1G35520	XP_022011328.1	-0.503791	-1.070499	-1.588868	-1.623354	0.2926	-0.42119	0.394655	0.289881	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARF15_3	tig00251159	41770	42816	Signalling	AT1G35520	XP_022011328.1	-0.454942	-0.62561	-1.402038	-0.967191	0.524303	1.209894	-0.83942	-1.496894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF16_1	tig01929675	59158	61534	Signalling	AT4G30080	XP_022006195.1	-0.74294	-0.648307	-1.316917	-1.130591	0.690512	-0.754765	-0.708509	-1.345627	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ARF16_2	tig00075696	26434	27015	Signalling	AT4G30080	XP_022006195.1	-1.727349	-1.683804	-1.026713	-1.354407	0.055989	-0.571256	-0.802523	0.134583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF17_1	tig00011653	21286	22272	Signalling	AT1G77850	XP_021976959.1	-1.680916	-1.849748	-1.658416	-1.017473	-0.639929	-0.996894	-1.33194	-1.040395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF17_2	tig00042038	5703	8246	Signalling	AT1G77850	XP_021976959.1	0.256703	0.305148	-0.509112	-0.002821	0.914307	0.136337	0.306442	-0.529342	0	0	1	0	1	1	0	0	2	1	0	0	0	0
ARF18_1	tig00010504	36510	39443	Signalling	AT3G61830	XP_021981621.1	-0.331005	-0.25954	-0.459156	0.283312	-0.009568	0.493071	0.147697	0.236912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF19_1	tig00037502	8903	11448	Signalling	AT1G19220	XP_021981468.1	-0.396414	0.052627	-2.44731	-2.211277	-1.025213	-1.321871	-1.555179	-1.046213	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF19_2	tig00249980	67491	71458	Signalling	AT1G19220	XP_021981468.1	-0.931121	-1.086276	-2.042182	-0.690279	0.705497	-0.457616	0.523366	-0.102841	1	0	1	0	0	0	1	0	2	0	0	0	0	0
ARF2_1	tig00250846	16963	20934	Signalling	AT5G62000	XP_022038866.1	1.814597	1.932473	1.468145	1.7736	2.476574	2.407455	2.523387	1.962829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF2_2	tig01929303	9156	12073	Signalling	AT5G62000	XP_022038866.1	1.064466	1.063181	0.177203	0.901456	1.84226	1.614315	1.780684	1.319306	1	0	1	0	0	0	1	0	2	0	0	0	0	0
ARF21	tig00067666	26056	33362	Signalling	AT1G34410	XP_022038300.1	-1.50553	-1.53604	-1.401402	-1.418385	-0.1081	-0.980926	-1.428008	-1.075051	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ARF22_1	tig00060475	20864	21838	Signalling	AT1G34390	XP_021975677.1	-1.554012	-1.746152	-1.965918	-2.116163	0.006093	-0.481732	-0.308122	-1.667069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF22_2	tig00103766	5612	8326	Signalling	AT1G34390	XP_021975677.1	-0.835111	-0.82788	-2.153591	0.307495	0.265578	-0.057713	-1.409697	1.000213	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ARF3_1	tig00036741	25597	28282	Signalling	AT2G33860	XP_022035336.1	-0.931885	-1.376873	-1.983127	-1.241379	-1.185615	-1.213665	-0.14949	-1.763095	1	0	0	0	1	0	0	0	1	0	0	0	0	0
ARF3_2	tig00039403	18958	19986	Signalling	AT2G33860	XP_022035336.1	-0.41814	-0.505952	-1.48228	-0.65243	-1.616102	-0.08275	0.599374	-0.719677	1	0	0	0	1	0	0	0	1	0	0	0	0	0
ARF3_3	tig00090657	22732	25360	Signalling	AT2G33860	XP_022035336.1	-1.235577	-1.40412	-1.70282	-1.056536	-0.187703	-0.56171	0.109592	-1.053001	1	0	0	0	1	0	1	0	2	0	0	0	0	0
ARF4_1	tig00003582	109428	111976	Signalling	AT5G60450	XP_022005856.1	-1.552967	-1.439048	-1.739241	-0.865194	0.104061	-0.235998	-0.0846	-0.337639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF4_2	tig00041875	3907	8040	Signalling	AT5G60450	XP_022005856.1	-1.165647	-0.969407	-1.236862	-1.154547	0.325676	-0.746065	-0.984177	-0.656741	0	0	0	0	0	0	1	1	1	1	0	0	0	0
ARF4_3	tig01928627	290976	291950	Signalling	AT5G60450	XP_022005856.1	-0.310925	-0.236513	-1.554815	-0.983188	-0.079865	-0.656726	0.29658	0.88013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF5_1	tig00032576	11207	16344	Signalling	AT1G19850	XP_021978401.1	-1.908915	-2.266599	-2.360638	-1.817364	-1.537445	-1.341798	-2.523832	-1.713454	1	0	1	0	1	0	0	0	2	0	0	0	0	0
ARF5_2	tig00082547	1439	4992	Signalling	AT1G19850	XP_021978401.1	-1.140052	-1.032088	-1.355527	-1.37569	-0.46196	-0.089346	0.150031	-0.566012	1	1	1	0	0	0	0	0	1	0	0	0	0	0
ARF5_3	tig00249380	16783	21365	Signalling	AT1G19850	XP_021978401.1	-1.579871	-1.656377	-1.676754	-1.616561	-0.047329	-1.128051	-0.549587	-0.958543	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF6_1	tig00085151	10806	14574	Signalling	AT1G30330	XP_022012151.1	-0.684984	-0.919531	-1.584482	-0.751241	0.085418	-0.553038	-0.499974	-0.344708	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ARF6_2	tig00251154	9800	74520	Signalling	AT1G30330	XP_022012151.1	-0.6632	-0.695342	-1.537348	-0.683929	0.058264	-0.113774	-0.186698	-0.659364	1	1	1	0	1	0	1	1	3	1	1	0	1	0
ARF7_1	tig00008761	5437	6483	Signalling	AT5G20730	XP_022027149.1	-1.228168	-1.143185	-2.094503	-1.54947	1.061524	-0.51666	-0.287672	-0.877054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARF7_2	tig00062681	21229	25786	Signalling	AT5G20730	XP_022027149.1	-1.203715	-1.213531	-1.743495	-2.017894	-0.789346	-0.746817	-0.116004	-0.222963	0	0	1	0	1	0	0	0	2	0	0	0	0	0
ARF8_1	tig00056324	48258	55040	Signalling	AT5G37020	XP_022009902.1	-0.505869	-0.766331	-0.844072	-0.502521	0.633883	0.229555	0.198664	0.120638	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ARF8_2	tig01933434	8	6359	Signalling	AT5G37020	XP_022009902.1	0.153728	0.261596	0.024054	0.47534	1.26247	0.751777	0.861566	0.799081	1	1	1	0	1	1	1	0	3	1	1	0	1	0
ARF9_1	tig01933433	728	6810	Signalling	AT4G23980	XP_022002059.1	-0.74024	-0.883984	-1.216357	-0.208417	0.58571	-0.158825	-0.047156	0.211985	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ARF9_2	tig01939139	27346	28485	Signalling	AT4G23980	XP_022002059.1	1.344404	1.495333	0.527852	1.281726	2.049609	1.855722	2.002297	2.000142	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASK1_1	tig00005703	59558	63333	Signalling	AT1G75950	XP_022021245.1	-0.010024	0.566958	0.623499	0.405797	2.333576	1.415598	0.403015	-1.044872	1	1	0	0	0	0	1	0	1	0	0	0	0	0
ASK1_2	tig00105695	3477	3875	Signalling	AT1G75950	XP_022021245.1	-1.565782	-1.326923	-1.849733	-0.227968	-1.751036	-1.526766	-1.391751	1.859752	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASK2_1	tig00070045	15022	30641	Signalling	AT5G42190	XP_021998294.1	0.216232	0.078286	-0.525531	0.240703	0.832838	0.846884	1.029137	0.751985	1	0	0	0	0	0	1	0	1	0	0	0	0	0
AXL1	tig00088852	5662	8595	Signalling	AT2G32410	XP_022038063.1	-0.618388	-0.213695	-1.71351	-0.718138	0.424521	-0.034984	0.028987	-0.501339	0	0	0	0	0	0	1	0	1	0	0	0	0	0
AXR1	tig00262471	3893	6826	Signalling	AT1G05180	XP_022038063.1	-1.429161	-1.370987	-1.638455	-0.823582	-1.6052	-1.312773	0.588546	0.40803	0	0	1	0	1	0	0	0	2	0	0	0	0	0
CAND1_1	tig00249164	81989	97557	Signalling	AT2G02560	XP_022010960.1	-1.63994	-1.638289	-1.616346	-1.30435	-0.816604	-1.289402	-1.196882	-1.790707	1	0	0	0	1	0	1	0	2	0	0	0	0	0
CNS1	tig00247671	77599	92852	Signalling	AT3G61140	XP_022024866.1	-0.440576	-0.375528	-0.37072	-0.182389	0.791652	0.602407	0.731523	0.433148	1	0	1	0	1	1	1	0	3	1	1	0	1	0
CNS2	tig00013517	13405	16020	Signalling	AT2G26990	XP_022036155.1	-0.979849	-0.864232	-1.360774	-1.714067	-0.854194	-2.089843	-0.093317	-0.898654	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CNS4	tig00096673	9187	12090	Signalling	AT5G42970	XP_022015789.1	-1.384536	-1.209472	-1.808443	-1.221038	-0.30466	-0.945946	-1.833376	-1.264332	0	0	1	0	1	1	1	0	3	1	1	0	0	0
CNS5_1	tig00009195	26744	29104	Signalling	AT1G22920	XP_022025950.1	-0.34968	-0.295729	-1.011424	-0.414718	0.244382	-0.095514	-0.228638	-0.267154	1	0	1	0	1	0	0	0	2	0	0	0	0	0
CNS5_2	tig00027384	18901	21269	Signalling	AT1G22920	XP_022025950.1	-0.91619	-0.955536	-1.65969	-0.984751	0.141311	-0.025484	-0.213938	-0.243386	0	0	1	0	0	0	1	0	2	0	0	0	0	0
CNS6A	tig00066275	8260	12559	Signalling	AT5G56280	XP_022001646.1	-0.727364	-0.795877	-1.859644	-0.761492	0.907319	-1.286946	0.65521	-0.031607	1	0	0	0	1	0	0	0	1	0	0	0	0	0
CSN6B	tig00036808	6680	10686	Signalling	AT4G26430	XP_022028570.1	-0.738821	-0.600053	-1.923803	-1.093849	0.199392	0.100935	-0.571858	-0.650353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSN7	tig00120915	9162	12785	Signalling	AT1G02090	XP_022002034.1	-0.633234	-0.620108	-0.725931	-0.730827	0.458716	0.575935	0.572817	0.502677	1	0	0	0	0	0	1	0	1	0	0	0	0	0
CSN8	tig00249218	25497	27490	Signalling	AT4G14110	XP_022027705.1	-0.567055	-0.21652	-0.780783	-0.845379	-0.047425	-0.56852	0.069337	-0.195664	1	0	1	0	1	0	0	0	2	0	0	0	0	0
CUL1	tig00015901	66981	74101	Signalling	AT4G02570	XP_022001695.1	-1.080865	-0.892971	-0.886679	-0.88483	0.822814	0.323603	0.577695	0.606127	1	0	0	0	0	0	1	0	1	0	0	0	0	0
ECR1_1	tig00003524	17048	21803	Signalling	AT5G19180	XP_022018349.1	-1.308384	-1.329339	-1.531826	-0.972117	-0.027343	-0.358336	-0.449685	-0.040157	1	0	0	0	1	0	0	0	1	0	0	0	0	0
ECR1_2	tig00075109	1935	5264	Signalling	AT5G19180	XP_022018349.1	-0.777086	-0.921565	-1.709394	-1.484414	0.113389	-0.341353	-0.128088	0.061096	1	0	1	0	1	0	1	0	3	0	1	0	1	0
HSP90.2	tig00255639	35606	55146	Signalling	AT5G56030	XP_022001550.1	-0.349543	-0.459226	-1.461177	-0.374333	0.589732	0.239351	0.111901	-0.008345	1	0	1	0	0	0	1	0	2	0	0	0	0	0
IAA1	tig00251991	3799	4501	Signalling	AT4G14560	XP_022010833.1	-0.918486	-0.961422	-1.604201	-0.480808	0.487891	-0.212533	-1.233422	-0.573224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA10_1	tig00014260	82409	83289	Signalling	AT1G04100	XP_021981981.1	0.007301	-0.070589	-1.873937	-1.023776	-0.734109	0.041003	-0.742336	-0.375895	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA10_2	tig00034175	46910	47578	Signalling	AT1G04100	XP_021981981.1	-1.325127	-0.868177	-1.765357	-1.023539	-0.981319	-0.977795	-0.872455	-0.909531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA11_1	tig00070442	9434	10104	Signalling	AT4G28640	XP_021994018.1	-1.433369	-1.489726	-1.382913	-1.24815	-0.573638	-0.521622	-0.349942	-0.713777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA11_2	tig00088031	17942	18847	Signalling	AT4G28640	XP_021994018.1	-0.206488	0.189092	-1.40267	-1.060208	1.144924	0.71497	-1.192605	-0.854347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA12_1	tig00031488	14378	14917	Signalling	AT1G04550	XP_021987302.1	-0.768922	-1.183264	-1.891383	-1.86116	0.584327	-0.003213	0.969041	0.467122	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA13_1	tig00016743	58872	59571	Signalling	AT2G33310	XP_022010778.1	-1.496881	-1.40485	-1.753005	-1.424561	-0.089642	-1.117263	-0.676925	-0.261008	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA13_2	tig01931249	32868	33441	Signalling	AT2G33310	XP_022010778.1	-1.377823	-1.107799	-1.768222	-1.100644	0.169098	-1.294508	-0.791672	-1.509555	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA14	tig01931247	16551	18500	Signalling	AT4G14550	XP_022030064.1	-0.420809	-0.602369	-1.368662	-1.343101	0.468349	0.32287	-0.046441	-0.116566	0	0	0	0	1	1	1	0	2	1	0	0	0	0
IAA15_1	tig00015877	28944	29960	Signalling	AT1G80390	XP_022017432.1	1.399512	1.075169	0.496601	0.661838	2.251206	1.870276	1.831285	2.443983	1	0	1	0	0	0	1	0	2	0	0	0	0	0
IAA15_2	tig00257654	58038	58211	Signalling	AT1G80390	XP_022017432.1	-0.751077	-0.815891	-1.261824	-0.772384	1.962051	-0.200636	0.329782	-1.187092	0	0	0	0	1	0	0	0	1	0	0	0	0	0
IAA16_1	tig00030173	1335	2582	Signalling	AT3G04730	XP_022010696.1	-1.314641	-1.268079	-2.122553	-1.273825	-0.805238	-0.328016	-1.19471	-1.350454	0	0	0	0	1	0	0	0	1	0	0	0	0	0
IAA16_2	tig00245924	10449	11071	Signalling	AT3G04730	XP_022010696.1	-0.601378	-0.536583	-1.261659	-0.690415	0.142429	-1.181259	-0.630829	-0.404398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA17_1	tig00033714	9472	10119	Signalling	AT1G04250	XP_021980992.1	2.621972	2.437848	1.045843	1.79764	2.702082	2.635487	3.175738	2.512766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA17_2	tig00078902	21354	22734	Signalling	AT1G04250	XP_021980992.1	-1.164049	-1.209801	-1.334024	-1.025025	-0.193814	-0.687261	-1.024635	-0.720574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA18	tig00026097	51039	51565	Signalling	AT1G51950	XP_021984415.1	-1.176256	-0.902582	-1.614911	-0.715717	-0.05076	-0.379665	-1.135506	-0.737702	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA19	tig00003819	20695	21144	Signalling	AT3G15540	XP_021998890.1	-1.507203	-1.502841	-2.527859	-1.552016	-0.957499	-1.605502	-0.896633	-0.551356	0	0	1	0	0	0	0	0	1	0	0	0	0	0
IAA2_1	tig00014525	3166	3546	Signalling	AT3G23030	XP_022034873.1	-0.958667	-0.816738	-1.326572	-1.017343	0.164459	-0.661012	-0.400425	0.101434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA2_2	tig01933532	7451	8285	Signalling	AT3G23030	XP_022034873.1	-1.336337	-1.184664	-2.001039	-1.309144	-0.45301	-0.641944	0.048863	-0.61051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA20	tig00073701	18311	18819	Signalling	AT2G46990	XP_021968801.1	-1.689664	-1.818654	-2.133599	-1.964235	-0.910404	-1.366894	-1.942164	-1.782736	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA26	tig00024217	4579	5094	Signalling	AT3G16500	XP_021972782.1	-0.451571	-0.492029	-1.545126	-0.506536	0.605302	-0.621873	-0.672987	-0.45335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA27	tig00249230	38449	39521	Signalling	AT4G29080	XP_021970494.1	-1.194037	-1.171305	-1.014864	-0.971347	0.050531	-0.333992	0.144	-0.360805	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA28	tig00245829	92370	93486	Signalling	AT5G25890	XP_022040354.1	1.441488	1.335443	-0.079831	1.493007	2.414908	2.424444	2.747559	2.397233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA29_1	tig00025291	5698	6074	Signalling	AT4G32280	XP_021992536.1	-1.724043	-1.914665	-1.126211	-2.113652	0.216316	-1.898069	-1.786319	-0.755212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA29_2	tig00126986	2699	5424	Signalling	AT4G32280	XP_021992536.1	-1.261096	-1.390368	-1.768655	-1.229943	-1.126353	-1.075436	-0.087486	0.332133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA3	tig00054393	5528	6298	Signalling	AT1G04240	XP_021970263.1	-0.340499	-0.186362	-1.379735	-0.466669	0.606139	-0.443388	0.304972	0.407733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA32	tig00008806	15188	16090	Signalling	AT2G01200	XP_022010169.1	-0.593231	-1.13893	-1.875732	-0.935125	1.214881	-2.059945	0.396296	-1.551296	1	0	0	0	1	1	1	1	2	2	0	0	0	0
IAA34_1	tig00017237	14417	14870	Signalling	AT1G15050	XP_022034571.1	-1.528528	-1.12634	-1.191775	-0.8506	0.645433	-0.101212	-0.62365	-0.226258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA34_2	tig00018600	40527	40631	Signalling	AT1G15050	XP_022034571.1	-1.191355	-0.913982	1.017135	-0.885986	-1.660541	-1.344337	-0.784407	-1.543259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA4	tig00100579	15366	16025	Signalling	AT5G43700	XP_021987412.1	1.061058	1.468778	0.283991	0.119437	2.258109	1.847504	1.250269	1.609055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA5_1	tig00063419	16772	18075	Signalling	AT1G15580	XP_021984391.1	-0.393927	-0.719071	-1.4447	-1.198626	0.958861	-1.228807	0.380489	-0.181616	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA5_2	tig00252036	20843	21115	Signalling	AT1G15580	XP_021984391.1	-0.0976	-0.630338	-0.959306	-0.565098	-0.432837	0.285652	-0.74577	-0.625356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA7_1	tig00061438	18799	19269	Signalling	AT3G23050	XP_022002823.1	2.182811	2.44388	1.693493	2.882622	2.860922	2.541038	2.792717	1.826205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA8_1	tig00011452	112485	113012	Signalling	AT2G22670	XP_021983110.1	-1.883225	-2.039754	-1.074591	-1.30079	-0.27364	-0.988784	-0.68693	-0.09086	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA8_2	tig01933643	3142	3657	Signalling	AT2G22670	XP_021983110.1	0.008465	-0.420726	-0.216664	0.350157	0.384503	0.36626	-0.018404	1.233368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA9_1	tig00250375	44389	47113	Signalling	AT5G65670	XP_021983108.1	-0.699704	-0.866757	-0.017082	0.109409	0.039046	-0.050248	-0.302347	0.199158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IAA9_2	tig00254796	8697	9341	Signalling	AT5G65670	XP_021983108.1	-0.472832	-0.467682	-1.905892	-1.758453	-0.963372	0.69029	-1.50324	1.150713	1	0	1	0	0	0	0	0	1	0	0	0	0	0
RBX1_1	tig00079695	3380	5922	Signalling	AT5G20570	XP_022016917.1	-0.151326	-0.245868	-1.670574	-1.024378	0.062958	0.13503	0.458095	-0.98084	0	0	1	0	1	0	1	0	3	0	1	0	0	0
RBX1_2	tig00262780	30802	32210	Signalling	AT5G20570	XP_022016917.1	-0.364681	-0.419648	-1.655126	-0.353077	0.237301	-0.634492	0.07409	0.159595	0	0	1	0	1	0	0	0	2	0	0	0	0	0
RCE1_1	tig00052264	9510	11546	Signalling	AT4G36800	XP_021983666.1	-1.239509	-0.988475	-1.404502	-1.396387	-0.290603	-0.339041	-1.303958	-0.261117	0	0	1	0	1	0	0	0	2	0	0	0	0	0
RUB1_1	tig00027890	20093	21678	Signalling	AT1G31340†	XP_022009571.1	-1.539981	-1.710531	-1.181973	-1.523957	-2.411565	-1.853643	-1.086424	-1.850012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUB1_2	tig00247531	15476	17530	Signalling	AT1G31340†	XP_022009571.1	-1.469012	-1.689552	-2.567983	-1.624704	-1.203545	-1.76845	-2.185215	-2.242381	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SAUR1_1	tig00105346	11082	14795	Signalling	AT4G34770	XP_022003750.1	-0.118961	-0.145384	-0.688856	0.062076	0.741668	0.616045	0.601167	0.324272	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR1_2	tig00251731	35620	39461	Signalling	AT4G34770	XP_022003750.1	2.056711	2.008022	1.231224	1.944546	2.809574	2.556839	2.459627	2.692343	1	0	0	0	1	0	0	0	1	0	0	0	0	0
SAUR10_1	tig00007969	6472	10424	Signalling	AT2G18010	XP_022006834.1	1.43937	1.586075	0.743117	1.594052	2.484671	2.144279	2.031426	2.038257	0	0	0	0	1	1	1	1	2	2	0	0	0	0
SAUR10_3	tig00107663	10417	10728	Signalling	AT2G18010	XP_022006834.1	-1.363936	-1.3154	-1.836675	-1.963682	-0.504378	-1.423394	-0.971325	-1.256254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR10_4	tig00111377	5185	5406	Signalling	AT2G18010	XP_022006834.1	0.348159	0.444397	0.104395	0.019642	1.353325	1.020271	1.169876	0.686926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR10_6	tig01933502	23331	23606	Signalling	AT2G18010	XP_022006834.1	-1.063199	-1.637104	-1.029464	-1.122148	-0.908875	-1.32498	-0.949617	-0.968135	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR11_1	tig00075811	11778	12029	Signalling	AT5G66260	XP_022018260.1	1.653068	1.67297	-0.359934	1.069936	2.029345	1.590215	0.600688	1.961864	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR11_2	tig00096728	7606	7905	Signalling	AT5G66260	XP_022018260.1	-0.797039	-1.171224	-1.652252	-0.612878	-0.351308	-1.618838	-0.303071	-0.522475	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR11_3	tig01929144	14952	15141	Signalling	AT5G66260	XP_022018260.1	0.771764	0.790264	-1.39924	0.301122	-0.278963	0.488808	0.100653	0.419209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR11_4	tig01932826	38773	39411	Signalling	AT5G66260	XP_022018260.1	-1.771196	-1.894883	-1.325253	-1.513006	-0.174003	-1.810757	-0.14927	-0.161625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR12	tig00050153	15303	15605	Signalling	AT2G21220	XP_021999905.1	0.637944	0.73235	0.26793	-0.044579	0.210724	0.955008	1.228993	1.494984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR13_1	tig00059996	4375	4650	Signalling	AT4G38825	XP_022021775.1	-0.843303	-0.901171	-0.417316	-0.766571	0.042935	-1.266108	0.501489	-0.217877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR13_2	tig00060722	11680	11850	Signalling	AT4G38825	XP_022021775.1	-0.37112	-0.869693	-1.952153	-0.109575	-1.197907	-0.194885	0.400807	2.7822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR14	tig00032529	19799	19945	Signalling	AT4G38840	XP_022024858.1	1.064533	1.758648	-0.198063	1.401024	2.386943	-0.186682	2.657119	1.365678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR15_1	tig00010874	14191	21770	Signalling	AT4G38850	XP_022025279.1	-0.789619	-0.600974	-0.873298	-0.593348	0.371472	-0.171885	0.156603	0.326073	1	1	1	0	1	1	1	1	3	2	1	0	1	0
SAUR16	tig00032301	12515	54359	Signalling	AT4G38860	XP_022006835.1	-0.635074	-0.638341	-1.064732	-0.645654	0.724375	-0.747858	0.426127	-0.235148	1	0	1	0	1	1	1	0	3	1	1	0	1	0
SAUR17_1	tig00016360	9311	9493	Signalling	AT4G09530	XP_022036499.1	0.016238	-0.510593	-1.889288	-0.497246	-0.720428	-1.944526	-1.077052	-0.916934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR17_2	tig00030365	7087	7299	Signalling	AT4G09530	XP_022036499.1	-1.694898	-1.656296	-1.204067	-0.814431	-0.242451	-0.532489	-0.062345	-0.71559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR17_4	tig00256317	41434	41616	Signalling	AT4G09530	XP_022036499.1	-0.873981	-0.420813	-2.059254	-1.334143	-0.344182	-1.377381	0.799445	-0.378799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR17_5	tig00260240	42	245	Signalling	AT4G09530	XP_022036499.1	0.741381	0.490443	1.022431	0.894413	1.615624	1.185856	1.312293	0.582284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR18	tig00085346	7930	8235	Signalling	AT3G51200	XP_022018211.1	-1.641731	-1.380823	-1.77457	-0.809988	-0.967072	-1.426565	-1.236891	-1.060676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR19	tig00027337	6960	39274	Signalling	AT5G18010	XP_022021868.1	-1.012156	-1.009883	-0.678065	-0.788611	0.384481	0.260707	0.291856	0.263713	1	0	1	0	1	0	1	1	3	1	1	0	1	0
SAUR2_1	tig00011323	17468	46641	Signalling	AT4G34780	XP_022036475.1	-0.777403	-0.864066	-1.131108	-0.519379	0.019559	-0.160353	0.146582	0.110178	1	0	1	0	0	0	1	1	2	1	0	0	0	0
SAUR20	tig00246043	38384	38578	Signalling	AT5G18020	XP_022022268.1	0.083078	-0.513552	-2.253213	1.010405	-0.860658	-1.598536	-1.299039	0.151035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAUR21	tig00085268	19892	20092	Signalling	AT5G18030	XP_022007034.1	-0.663145	-0.43567	0.632314	1.634782	1.274308	1.111046	1.974627	1.582074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
